description;genre;rating
В начале апреля 2009 года близ берегов Африки несколько сомалийских пиратов атакуют и пытаются захватить массивный контейнеровоз MV Maersk Alabama. Команда корабля активно сопротивляется и в конце концов не даёт взять себя в плен. Захватчики вынуждены ретироваться и покинуть судно на небольшом катере, прихватив с собой капитана Ричарда Филлипса.;триллер,драма,криминал,боевик;7.6
Джошу Ковачу не повезло – его поимел злобный финансист, живущий в роскошных апартаментах на верхнем этаже небоскреба. Чтобы вернуть деньги, Джош с друзьями решается на грандиозную кражу со взломом. ;боевик,комедия,криминал;6.7
Британский сыщик Шерлок Холмс — бывший наркоман, который был отправлен в Нью-Йорк на лечение в реабилитационный центр, а по завершении лечения остался в Бруклине как консультант нью-йоркской полиции. В расследованиях ему помогает его компаньон-наблюдатель доктор Джоан Ватсон, нанятая его отцом.;драма,криминал,детектив;7.5
Атлантида... Мечтой найти легендарный затонувший в пучинах океана остров грезили многие смельчаки. Но только юному картографу Майло Тэтчу повезло: в 1914 году в его руки попал таинственный дневник, указывающий путь к Затерянной империи. И вот уже самая могучая подводная лодка в мире под командованием неустрашимого капитана Рурка выходит в открытый океан.;мультфильм,фантастика,фэнтези,боевик,приключения,семейный;7.9
«Некоторые люди очень ясно слышат свой внутренний голос и живут так, как он им подсказывает. Такие люди сходят с ума. Или становятся легендами». Так начинается история семьи Ладлоу — стремительный и романтический рассказ о трёх братьях, их отце и молодой и неотразимой женщине, которая роковым образом изменяет жизнь каждого из них.;драма,мелодрама,вестерн,военный;8.0
Они живут в сердце музыкального мира, в Нью-Йорке. Дэн - легенда шоу-бизнеса и бывший глава музыкального лейбла. Грета – музыкант и бывшая девушка рок-звезды. Но люди бывшими и оказываются для того, чтобы начать все сначала.;драма,мелодрама,комедия,музыка;7.4
Четвёрка пингвинов-шпионов - Шкипер, Ковальски, Рико и Прапор - объединяется с командой «Северный ветер», помогающей беззащитным животным. Им предстоит остановить злобного осьминога, доктора Октавиуса Брайна, желающего уничтожить этот мир...;мультфильм,фантастика,комедия,приключения,семейный;6.7
Суперагент Итан Хант решил расстаться с оперативной работой и заняться подготовкой курсантов. Он даже решил жениться на привлекательной, ни о чём не ведающей Джулии. Руководство ЦРУ просит его принять участие в последней операции: спасении его бывшей ученицы Линдси Феррис из лап торговца оружием Оуэна Дэвиана. Мог ли Итан предположить, что за этим заданием последует целая череда смертельно опасных миссий в Ватикане, Нью-Йорке и Шанхае?;боевик,триллер,приключения;7.0
Али - молодая амбициозная девушка из маленького городка с чудесным голосом, совсем недавно потеряла своих родителей. Теперь никому не нужная, она отправляется в большой город Лос-Анджелес, где устраивается на работу у Тесс, хозяйки ночного клуба «Бурлеск». За короткое время она находит друзей, поклонников и любовь всей своей жизни. Но может ли сказка длиться вечно? Ведь немало людей завидует этой прекрасной танцовщице...;мюзикл,драма,мелодрама,музыка;7.5
Большое путешествие начинается с шага, а легендарное — с полета. Вылетев в окно, герой очутился в мире, где чего-то не хватало. Его новому другу — крупной суммы денег. Паре головорезов — головы друга. Молодой медсестре — любви. А ему — путешествий на плоту, погонь, пылающих костров и немного арахисовой пасты.;драма,комедия,приключения;7.5
Доктор Брюс Бэннер (ученый, работающий над изобретением новой бомбы) подвергся воздействию гамма-лучей и превратился в Халка - существо невероятной физической силы, которое в состоянии ярости становится огромным зеленым монстром.;фантастика,боевик;6.2
Во всех СМИ твердят о приближающейся к Земле комете, а инженера-строителя Джона Гэррити больше волнует, как сохранить разваливающийся брак. Сегодня у них намечена вечеринка с соседями, и, отправившись в супермаркет за продуктами, Джон внезапно получает президентское сообщение, что он и его семья выбраны для спасения в секретном бункере. Поначалу он не придаёт этому значения, но вскоре ударная волна от столкновения первых частей кометы с Землёй докатывается до их тихого пригорода, а по всем каналам начинают транслировать ужасающие кадры разрушений. Сев с женой и сыном в машину под растерянными взглядами соседей, Джон спешит в аэропорт, где производится посадка получивших сообщения в грузовые самолёты.;боевик;6.4
Через 20 лет Майкл Корлеоне решает заняться легальным бизнесом. Однако противодействие внутри клана заставляет его вспомнить об испытанных кровавых методах общения с противником.;боевик,триллер,драма,криминал;7.9
Элли Дарлинг отправляется на поиски лучшего бывшего бойфренда в своей жизни, и это путешествие представляется ей абсолютно необходимым, после того, как она прочитала в журнале статью, предупреждающую о том, что люди, у которых в жизни было более 20 романов, упустили шанс найти свою настоящую любовь.;мелодрама,комедия;6.7
Пятеро женатых друзей решают совместно снять респектабельную квартиру, чтобы приводить туда любовниц и реализовывать свои сексуальные фантазии. Но однажды они находят в квартире обнаженное тело убитой женщины… Все пятеро подозревают в убийстве друг друга.;триллер,мелодрама,детектив;6.8
Билли, Пэдди, Арчи и Сэм дружат больше полувека. И когда убежденный холостяк Билли наконец-то делает предложение своей юной подружке, великолепная четверка отправляется в Лас-Вегас, чтобы скинуть с себя груз прожитого и зажечь как в последний раз. Великовозрастные гуляки и не подозревают, как за десятилетия эволюционировал Город Грехов…;комедия,драма;6.9
Очаровательная интриганка Макс Коннерс и ее прилежная ученица (она же - дочь) Пейдж – отличная команда. Некоторые матери учат своих дочерей музыке, танцам и этикету, а Макс передала Пейдж все, что узнала сама за многие годы об авантюрах, мошенничестве и обольщении. Отсутствие капитала, по их мнению, - лишь временное явление, легко поправимое при помощи мужчин.;мелодрама,комедия,криминал;7.2
История об Эрин Брокович, одинокой женщине с тремя детьми, которую жизнь нечасто баловала светлыми днями. Для таких, как она, нет карьерных перспектив, есть только скромная работа в маленькой юридической фирме. Но для уверенной в себе красотки, не стесняющейся в выражениях, достаточно одного ничтожного шанса, чтобы кардинально изменить свою судьбу. Красота и обаяние помогли ей добиться невиданного успеха, но теперь Эрин потребуется невероятная решительность, чтобы довести дело века до суда.;драма,биография;7.8
Недалёкое будущее, Майами почти полностью ушёл под воду из-за глобального потепления. Частный детектив Ник Баннистер с помощью специальной технологии выискивает в человеческой памяти нужные моменты, чтобы заказчик мог заново пережить прошлое и вспомнить что-то важное. Однажды на пороге его офиса появляется клиентка с простой просьбой: она забыла, где оставила ключи. Обычная сессия превращается в полноценный роман, пока в один день женщина не исчезает без следа.;фантастика,триллер,мелодрама,детектив;6.6
Современный Манхэттен – мир гламура и роскоши. Кайл – король этого мира. Он красив и богат. Но когда мир вокруг него изменится, у него останется единственный шанс, чтобы вернуться назад...;фэнтези,драма,мелодрама;6.2
Заколдованный волшебницей, безжалостный китайский император-дракон должен провести вечность в забвении. Его 10 000 воинов превратились в терракотовых воинов. Однако когда искатель приключений Алекс О`Коннелл случайно пробуждает властителя от вечной спячки, он вынужден искать помощи у единственных людей, которые знают, как справиться с воскресшими мертвецами: у своих родителей.;ужасы,фэнтези,боевик,военный;6.1
Журналистка Синди Кэмпбелл становится свидетельницей необъяснимых явлений. На Землю готовится высадиться десант зловещих инопланетян, на полях появляются странные концентрические круги, некий Избранный пророчит нехорошее всему человечеству, дети со странными глазами пугают взрослых, под угрозой жизнь самого Президента. Зло наступает со всех сторон.;комедия;6.2
По городу прокатилась волна жестоких убийств, жертвами становятся беззащитные люди. Новой жертвой телефонного маньяка из городка Вудсборо может стать ещё одна девушка — Сидни Прескотт. Год назад её мать была изнасилована и убита, а теперь маньяк угрожает ей самой. Но в первой ночной схватке с убийцей девушка смогла спастись. Полиция находит на месте покушения маску и плащ. Впрочем, такие маски можно купить в лавке ужасов, и проку для следствия от найденных улик нет никакого.;ужасы,триллер,детектив;7.3
Если мир внезапно оказывается перед лицом ужасной катастрофы, есть лишь один человек, который может исправить это ужасное положение. Его имя Итан Хант, он прирожденный специалист по разрешению самых неразрешимых ситуаций.;боевик,триллер,приключения;6.9
Тридцать лет назад охотники за привидениями спасли Нью-Йорк от нашествия призраков, но теперь городу вновь угрожает опасность. Былые герои не могут стать на его защиту, но находятся и другие отважные люди, всю свою жизнь посвятившие изучению паранормальных явлений. Эбби Йейтс объединяется с Эрин Гилберт, пожалуй лучшим специалистом в квантовой физике, и вместе они собирают команду новых охотников за привидениями, в которую принимают отличного инженера Джиллиан Хольцман, сотрудницу метрополитена Пэтти Толан, знающую город как свои пять пальцев, и секретаря — настоящего красавчика Кэвина. Вместе они начинают борьбу с нечистой силой, терроризирующей мегаполис...;фантастика,фэнтези,боевик,комедия;4.4
В убийстве чикагского архиепископа обвиняется молодой парень, который, несмотря на улики, отрицает свою виновность и убеждает в этом своего адвоката.;триллер,драма,криминал,детектив;7.8
Выросший среди людей гризли оказывается в лесу в самый разгар охотничьего сезона. И пока ухаживавший за медведем егерь ищет своего воспитанника, гризли водит дружбу с лесным оленем.;мультфильм,комедия,приключения,семейный;7.1
Когда неутомимого телепродюсера Бекки Фулер увольняют с программы местных новостей, ее карьера становится столь же безнадежной, как и ее личная жизнь. Устроившись в третьесортное утреннее шоу, Бекки решает реанимировать его, пригласив легендарного ведущего Майка Помероя. К сожалению, Майк отказывается рассказывать о моде, погоде и сплетничать о знаменитостях. Это делает его соведущая Колин Пек, бывшая королева красоты и героиня утренних программ, которая в восторге от возможности поделиться с миром свежими «новостями». ;драма,мелодрама,комедия;7.2
Корпоративный юрист Райан Бингэм всё время проводит в командировках. Образцовый потребитель, он преуспел в корпоративных связях, чем не может похвалиться в личной жизни. Отношения на одну ночь для него просто часть длинного списка с бесчисленными люксами отелей, арендованными автомобилями, электронной почтой и сообщениями на автоответчике. Постоянные разъезды отдалили его от семьи, а свою он так и не создал.;драма,мелодрама,комедия;7.3
Группа студентов отправляется в пещеры Техаса, чтобы найти своего преподавателя, пропавшего без вести. Несмотря на решение спасателей прекратить все поиски, ребята не теряют надежду, что он жив и нуждается в помощи. Они уверены, что таинственное исчезновение их учителя как-то связано с его необычной теорией о существовании источника вечной молодости где-то в этих местах. ​​Обнаружив загадочный пещерный тоннель, группа пытается проникнуть в него. Кто-то из друзей замечает, что время начинает меняться каким-то волшебным образом. Оно тянется намного медленнее, чем на поверхности. Когда они спускаются ниже, с героями начинают происходить ещё более странные события...;фантастика,боевик,детектив,приключения;6.7
Искусный пилот истребителя Ф-14, курсант элитного училища ВМС США, летающий как бог и руководимый как в жизни, так и в небе инстинктами, а не разумом, влюбляется в инструктора училища, астрофизика, которая долгое время отказывает ему во взаимности. Уступит ли она его белозубой улыбке?;боевик,драма;7.1
Бесстыжая и бесстрашная Эрика готова на любые выходки, лишь бы почувствовать настоящую взрослую жизнь. Для этого у Эрики есть две веселые подруги, одно необычное хобби и целая Калифорния. Далекие от невинности забавы меняются, когда отчим знакомит Эрику со своим сыном. Кажется, у этого неуклюжего и ранимого парня нет с девушкой ничего общего, однако вскоре он перевернет ее жизнь, и дерзкая инди-комедия обернется для героев криминальным роуд-муви по солнечным просторам долины Сан-Фернандо.;комедия,драма,криминал;6.2
Шестнадцатилетняя Поппи Мур - избалованная самовлюбленная девчонка, живущая в Лос-Анджелесе. Когда очередная вечеринка завершается скандалом, отец отправляет Поппи в английскую школу, чтобы привести дочь в чувство. Девушка рвется на свободу и делает все, чтобы ее исключили, но учителям не так-то просто противостоять британским школьницам. Наконец, Поппи становится ясно, что плохое поведение ей не поможет, и вместе с новыми подругами она разрабатывает идеальный план побега. Но именно благодаря этому плану она понимает, что, возможно, хочет остаться...;драма,комедия;7.0
Палящее солнце Карибских островов, верный корабль и жизнь, полная риска – его стихия. Единственная женщина, которую он любил, вышла замуж за миллиардера и живет на вилле в Майами. Неожиданно она вновь появляется в его жизни и умоляет о защите. С этой минуты знакомые воды превратятся в море соблазна…;триллер,драма,детектив;6.3
Новая глава истории об экстрасенсе, которая умеет разговаривать с мёртвыми. Детство Элизы было трудным — жестокий отец считал, что девочка придумывает истории о потустороннем, поэтому бил её и запирал в подвале. Однажды, сидя в тёмном подвале, Элиза начинает общаться с коварным призраком, который убеждает её открыть дверь. Вырвавшееся наружу зло тут же убивает мать девочки.;ужасы;5.7
В Сиэтле за короткое время пропали без вести четыре молодые девушки. Возникает версия, что в городе появился серийный маньяк-убийца. За расследование этого криминального случая берется спецподразделение ФБР, специализирующееся на поведенческом анализе действий преступников.;триллер,драма,криминал,детектив;8.1
"Эллиот Бриндл — умный кроткий сотрудник службы социального обеспечения, тонущий в долгах. Всё меняется, когда раздаётся телефонный звонок. Парню сообщают, что он становится участником ТВ-шоу, условия простые — выполнить 13 заданий, какими бы странными они ни были; на кону — денежный приз, сумма которого увеличивается с каждым выполненным заданием. Эллиот следует первым инструкциям и с лёгкостью съедает пойманную муху. Вскоре Эллиот хочет, но не может прекратить игру, хотя задачи становятся более опасными, а точка невозврата скоро будет пройдена.";триллер,ужасы;6.5
Алекс Льюис, профессиональный киллер с репутацией, в какой-то момент пошел против ветра и теперь вынужден отбиваться и от ФБР, и от криминального босса. Все потому, что убийца отказался нарушить свой моральный кодекс.;боевик,триллер,криминал;6.5
Роскошный отель на Манхэттене видел немало любовных историй. Но та, что случилась с одной из его служащих - молодой горничной Марисой Вентурой - самая удивительная. Однажды, убирая номер богатой дамы, Мариса увидела брючный костюм — белый, роскошный и безумно дорогой. Искушение оказалось слишком велико, и она осмелилась примерить наряд. В этот момент в гостиную вошел молодой миллионер и будущий сенатор - красавец Кристофер Маршалл. Красота Марисы поразила его в самое сердце. Он влюбился с первого взгляда и начал ухаживать. К тому же решил, что незнакомка принадлежит к высшему свету. А у девушки не хватило духу сразу сказать, что она всего лишь служанка...;драма,мелодрама,комедия;6.7
Джордж Бейли, владелец кредитной компании в выдуманном американском городке Бедфорд Фоллс, честный, отзывчивый, любящий муж и отец, подавлен свалившимися на него невзгодами и подумывает о самоубийстве.;фэнтези,драма,семейный;8.4
Пока агент Кларк Девлин находится в коме, рядовому нью-йоркскому таксисту Джимми Тонгу приходится взять на себя секретную миссию по заказу правительства США. К Тонгу переходит компьютеризованный смокинг Девлина, который придает его носителю необычайные способности в плане драк, маскировки и обольщения.;фантастика,боевик,комедия;6.9
Обычный вечер после школы. К скайпу влюбленных Блэр и Митча подключаются друзья – Адам, Джес, Кен и Вэл… и кто-то седьмой с ником Billy227. Все уверены, что это компьютерный глюк, пока неизвестный не начинает им писать. Билли хочет знать, кто выложил в сеть скандальное видео с их одноклассницей Лорой Барнс, из-за которого девушка покончила с собой. И он готов выяснить это любой ценой. Друзьям кажется, что можно просто выйти из чата, но это только кажется.;ужасы,триллер,детектив;5.6
Он - монстр. Он - двухсотлетний плод безумной фантазии своего создателя. Он - легенда. Мир, в котором он живет, населен древними горгульями и бессмертными демонами, которые сражаются за обладание человечеством. Величественные соборы скрывают огромные арсеналы, за дверьми научных лабораторий проводятся эксперименты по воскрешению мертвых. Война двух кланов могущественных существ достигает своего пика. И только он, Адам, монстр Франкенштейна, в силах ее остановить.;фэнтези,боевик,приключения;5.2
В аристократическом доме в Париже живет мама-кошка с тремя котятами. Хозяйка безумно любит их и по завещанию все должно отойти этим очаровательным животным. Но злой дворецкий хочет, чтобы деньги достались только ему.;мультфильм,мюзикл,комедия,приключения,семейный;8.1
Действие фильма начинается в Лондоне, где премьер-министр Великобритании погибает при загадочных обстоятельствах. На похоронах безусловно присутствуют  руководители западного мира. Но то, что начиналось как наиболее безопасное событие на земле, превращается в опаснейшее покушение на самых мощных мировых лидеров, что в свою очередь ставит под угрозу будущее всего мира. Только три человека сохраняют надежду на предотвращение катастрофы: президент США, его верный помощник - агент спецслужбы и английский агент МИ-6, который никому не доверяет.;боевик,триллер;5.8
Вьетнамский ветеран Джон Рэмбо ведет уединенный образ жизни на окраине Бангкока. Уставший от борьбы и кровопролития, скрываясь от проблем, он селится в небольшом доме у реки и проводит дни, ремонтируя старые лодки и катера. Однако судьба вновь заставляет его взяться за оружие. Собрав отряд из пяти наемников, Рэмбо встает на защиту жителей тайской деревни и американских миссионеров, которых захватили в заложники бирманские боевики.;боевик,триллер,приключения;6.9
История о студентке, внезапно обнаружившей в себе страсть к пению а капелла, то есть, без музыкального сопровождения.;мелодрама,комедия,музыка;7.2
История одного из самых громких скандалов XX века. В Риме преступники в масках похищают внука Жана Пола Гетти — богатейшего человека мира, известного своей маниакальной скупостью. Ко всеобщему шоку Гетти отказывается платить выкуп, несмотря на все мольбы Гэйл, матери ребенка, которой никакие богатства не заменят сына. Время истекает, требования похитителей становятся жёстче, и единственной надеждой на спасение подростка становится Флетчер Чейс — сотрудник службы безопасности самого Гетти.;биография,триллер,криминал,детектив,драма;6.8
16-летний Крэйг переживает депрессию и пытается найти помощь в клинике для душевнобольных. Там он случайно попадает в отделение для взрослых, а один из пациентов, Бобби, вскоре становится наставником Крэйга и одновременно - его протеже. Юноша также проникается симпатией к одной из пациенток - своей ровеснице Ноэлль. Всего за пять дней Крэйгу предстоит очень многое узнать о жизни, дружбе, любви и о тех трудностях, с которыми сопряжена пора взросления.;драма,мелодрама,комедия;7.4
Неприятности сыплются на Дэниеля Хиларда, как из рога изобилия: он теряет работу, от него уходит жена и после развода ему позволено видеть детей всего раз в неделю!;драма,комедия,семейный;7.7
Аналитик MI5 Ева Поластри начинает охоту на психопатичную наёмную убийцу Вилланель. Две женщины становятся одержимы друг другом.;боевик,триллер,драма,приключения;7.7
Казалось бы, и карьера – в гору, и квартира – в центре Лондона, но она не была бы Бриджит Джонс, если бы не ее способность оказываться не в то время, не в том месте, не с тем мужчиной. И теперь она понятия не имеет, кто отец ее будущего ребенка: обаятельный миллиардер или известный адвокат. Одним словом, Бриджит Джонс в очень интересном положении.;драма,мелодрама,комедия;6.7
Комедия, действие которой происходит в одном из самых прекрасных городов мира. Мы встретим известного американского архитектора, переживающего вторую юность, простого обывателя, неожиданно проснувшегося знаменитым, молодоженов из провинции, каждого из которых ждут романтические открытия, и американского оперного постановщика, задумавшего вывести на сцену поющего работника похоронного бюро…;мелодрама,комедия,музыка;7.0
Фриде было 20 лет, когда она вышла замуж за самого знаменитого художника Мексики Диего Риверу, немолодого, богатого и развратного. Пройдёт всего несколько лет, и она завоюет Париж, а о его скандале с Рокфеллером напишут все американские газеты.;драма,мелодрама,биография;7.9
Мама, папа и дочь отправляются в загородный дом, чтобы счастливо провести выходные дни. Сначала кажется удивительным, что дочь-подросток соглашается провести свободное время подобным образом. Но все очень просто - недалеко от этого дома находится городок, где живет ее лучшая подруга. Девушки встречаются и знакомятся со странным парнем, у которого есть травка.;ужасы,триллер;6.8
Если бы Дэрри и Триш знали, во что превратится их обычное путешествие домой на каникулы, то остались бы в колледже навсегда. Брат и сестра заметили его на безлюдной дороге рядом с жуткой, обветшалой церковью. Страшная фигура в длинном чёрном плаще и широкополой шляпе скидывала в подвал свертки, испачканные чем-то красным. После увиденного нужно было немедленно вдавить педаль газа взятой напрокат машины и умчаться от этого проклятого места как можно дальше. Но Дэрри и Триш допустили непоправимую, смертельную ошибку. Они решили вернуться и посмотреть: что же он прячет там, в подвале покосившейся церкви? Это безрассудное любопытство обернулось самым невообразимым кошмаром, который только можно себе представить…;ужасы,триллер;6.8
II век нашей эры. Молодой центурион Маркус Акила прибывает из Рима на Британские острова и отправляется в горы Шотландии на поиски пропавшего 20 лет назад легендарного Девятого легиона, которым командовал его отец. Дикие племена и непредсказуемые опасности стоят на пути героя, но он во что бы то ни стало должен найти след римских воинов и спасти главный символ легиона — Орла Девяти.;драма,история;6.8
Накануне высадки союзников в Нормандии отряд американских десантников проникает в оккупированный немцами посёлок, чтобы разрушить их радиомачту. Лазутчикам предстоит столкнуться не только с военными, но и с жуткими последствиями нацистских экспериментов.;ужасы,фантастика,боевик,военный;6.3
Когда любовь уходит, сердце прекрасной девы обращается в лед. И даже сотни королевств не смогут сдержать поступь ее несметного воинства. Лишь Охотник не ведает страха. Сквозь проклятый лес он идет навстречу своей судьбе.;фэнтези,боевик,драма,приключения;6.1
Судебный психиатр Кара Хардинг убеждена, что раздвоения личности не существует. Но очередной её пациент, прикованный к инвалидному креслу, прямо во время сеанса меняет личность и превращается во вполне здорового мужчину.;ужасы,триллер,детектив;6.8
В идиллически тихом и спокойном городке бесследно пропадает 10-летний мальчик. Всё указывает на то, что повторяются преступления прошлых лет, когда в округе исчезали дети. Назначенный на дело детектив Грег Харпер страдает от размолвки с женой Джеки, которая ему изменила, и после в семье всё пошло наперекосяк. Сын обижен на мать, сам глава семейства всё больше спит на диване, и только Джеки замечает, что в их доме происходят какие-то странности, но никто не хочет её слушать.;триллер,криминал,детектив,драма;6.9
Одри и Морган, лучшие подруги из Лос-Анджелеса, неожиданно оказываются в эпицентре международного заговора, когда бывший Одри заявляется к ней с толпой идущих по следу кровожадных убийц. Удивляясь сами себе, девушки берутся за нелегкое дело спасения мира. Их ждет полная опасностей – и киллеров – шпионская гонка по всей Европе, где на пути им встречается очень подозрительный, но такой обаятельный британский агент...;боевик,комедия,приключения;6.0
В фильме рассказывается об избирательной кампании Майка Морриса, проводившейся во время первичных выборов кандидата на пост президента США от демократической партии в 2004 году.;триллер,драма;7.0
Что делать, если тебя и твоего любимого хозяина разделяют сотни километров? Белла знает ответ: она обязательно вернется домой, чего бы ей это ни стоило. И путь ее будет полон невероятных приключений, опасностей и удивительных открытий.;мелодрама,семейный,приключения;7.3
